,MMS ID,Barcode,title,Author,Call Number,Permanent Location,Material Type,Process type,Description,Orders,Requests,Modification Date,Due Date
0,9922033313606241,33082012289335,Red Sister,Lawrence Mark,F,Recreational Reading,Book,Lost,,,,08-Nov-20,16-Sep
1,9917370583606241,33082011802245,"Ways of making and knowing : the material culture of empirical knowledge / edited by Pamela H. Smith, Amy R. W. Meyers, and Harold J. Cook.",Smith Pamela H,AZ101 .W39 2014,Books,Book,Lost,,,,08-Nov-20,16-Sep
2,9926511723606241,33082012599170,Guide to programming for the digital humanities : lessons for introductory Python / Brian Kokensparger.,Kokensparger Brian,AZ105 .K65 2018,Books,Book,Lost,,,,07-Dec-20,12-Nov
3,998992313606241,33082010138906,The meaning of the body : aesthetics of human understanding / Mark Johnson.,Johnson Mark,B105.M4 J65 2007,Books,Book,Lost,,,,03-Jan-21,14-Dec
4,9913214683606241,33082011103818,Yoga in practice / edited by David Gordon White.,White David Gordon,B132.Y6 Y534 2011,Books,Book,Lost,,,,03-Jan-21,14-Dec
5,998483803606241,33082009480889,A life worth living : contributions to positive psychology / edited by Mihaly Csikszentmihalyi and Isabella Selega Csikszentmihalyi.,Csikszentmihalyi Mihaly,BF204.6 .L54 2006,Books,Book,Lost,,,,08-Nov-20,16-Sep
6,998635113606241,33082009900084,"Oxford handbook of methods in positive psychology / edited by Anthony D. Ong, Manfred H.M. van Dulmen.",Ong Anthony D,BF204.6 .O94 2007,Books,Book,Lost,,,,08-Nov-20,16-Sep
7,9921174443606241,33082012324017,A primer in positive psychology / Christopher Peterson.,Peterson Christopher,BF204.6 .P48 2006,Books,Book,Lost,,,,08-Nov-20,16-Sep
8,998668883606241,33082009917005,A field guide to getting lost / Rebecca Solnit.,Solnit Rebecca,BF575.D35 S65 2006,Books,Book,Lost,,,,03-Jan-21,14-Dec
9,99716933606241,33082007265324,Intimacy / edited by Lauren Berlant.,erlant Lauren Gail,BF575.I5 I57 2000,Books,Book,Lost,,,,22-Nov-20,01-Oct
10,9921295263606241,33082012405667,Red : The History of a Color / Michel Pastoureau ; translated by Jody Gladding.,Pastoureau Michel,BF789.C7 P39813 2016,Books,Book,Lost,,,,03-Jan-21,14-Dec
11,996731393606241,33082008078882,"Biblical and pagan societies : witchcraft and magic in Europe / Frederick H. Cryer, Marie-Louise Thomsen ; edited by Bengt Ankarloo and Stuart Clark.",Cryer Frederick H,BF1567 .C79 2001,Books,Book,Lost,,,,21-Dec-20,07-Sep
12,997594503606241,33082008681917,Beauty : the invisible embrace / John O'Donohue.,O'Donohue John,BH301.P78 O36 2004,Books,Book,Lost,,,,08-Nov-20,16-Sep
13,9926950763606241,33082012602453,"Ethics in a crowded world : globalisation, human movement and professional ethics / edited by Vandra Harris, RMIT University, Australia.",Harris Vandra,BJ1012 .E89447 2019,Books,Book,Lost,,,,22-Nov-20,01-Oct
14,9911688343606241,33082010887080,Freedom and belief / Galen Strawson.,Strawson Galen,BJ1461 .S77 2010,Books,Book,Lost,,,,13-Dec-20,23-Nov
15,9921084893606241,33082011100723,Refiguring the body : embodiment in South Asian religions / edited by Barbara A. Holdrege and Karen Pechilis.,Holdrege Barbara A,BL65.B63 R44 2016,Books,Book,Lost,,,,03-Jan-21,14-Dec
16,993076723606241,33082001332807,"Adonis, Attis, Osiris; studies in the history of Oriental religion.",Frazer James George,BL310 .F75 1962,Books,Book,Lost,,,,22-Nov-20,01-Oct
17,99249903606241,33082007112609,"Daughters of the goddess : studies of healing, identity, and empowerment / Wendy Griffin, editor.",Griffin Wendy,BL625.7 .D37 2000,Books,Book,Lost,,,,03-Jan-21,14-Dec
18,998722703606241,33082009925651,Encompassing a fractal world : the energetic female core in myth and everyday life--a few lessons drawn from the Nepalese Himalaya / Gil Daryn.,Daryn Gil,BL1156.8.T53 D37 2006,Books,Book,Lost,,,,03-Jan-21,14-Dec
19,9915591963606241,33082011680088,When the world becomes female : guises of a South Indian goddess / Joyce Burkhalter Flueckiger.,Flueckiger Joyce Burkhalter,BL1225.G362 F58 2013,Books,Book,Lost,,,,03-Jan-21,14-Dec
20,998155193606241,33082009006148,Bringing the gods to mind : mantra and ritual in early Indian sacrifice / Laurie L. Patton.,Patton Laurie L,BL1226.2 .P44 2005,Books,Book,Lost,,,,03-Jan-21,14-Dec
21,992374573606241,33082007425522,"Tantra in practice / David Gordon White, editor.",White David Gordon,BL1283.84 .T36 2000,Books,Book,Lost,,,,03-Jan-21,14-Dec
22,994652033606241,33082006634678,Living Zen. Pref. by Christmas Humphreys. Foreword by R. Godel. Translated by Diana Abrahams-Curiel.,Linssen Robert,BL1442.Z4 L53 1960,Books,Book,Lost,,,,08-Nov-20,16-Sep
23,995132573606241,33082006869928,The cult of Pure Crystal Mountain : popular pilgrimage and visionary landscape in southeast Tibet / Toni Huber.,Huber Toni,BL1945.T5 H83 1999,Books,Book,Lost,,,,03-Jan-21,14-Dec
24,999758973606241,33082010086600,The origins of yoga and tantra : Indic religions to the thirteenth century / Geoffrey Samuel.,Samuel Geoffrey,BL2005 .S26 2008,Books,Book,Lost,,,,03-Jan-21,14-Dec
25,9910187033606241,33082010351467,"The iconic female : goddesses of India, Nepal and Tibet / edited by Jayant Bhalchandra Bapat and Ian Mabbett.",apat Jayant Bhalchandra  : Monash University Press c,BL2015.G6 I26 2008,Books,Book,Lost,,,,03-Jan-21,14-Dec
26,998748443606241,33082009935593,Retheorizing religion in Nepal / Gregory Price Grieve.,Grieve Gregory P,BL2034.3.B53 G75 2006,Books,Book,Lost,,,,03-Jan-21,14-Dec
27,9991103606241,33082000527514,The treasures of darkness : a history of Mesopotamian religion / Thorkild Jacobsen.,Jacobsen Thorkild,BL2350.I7 J3,Books,Book,Lost,,,,03-Jan-21,14-Dec
28,998463783606241,33082009478628,"The quest for the shaman : shape-shifters, sorcerers, and spirit-healers of ancient Europe / Miranda & Stephen Aldhouse-Green.",Aldhouse-Green Miranda J,BL2370.S5 A43 2005,Books,Book,Lost,,,,03-Jan-21,14-Dec
29,997684013606241,33082008830704,Freethinkers : a history of American secularism / Susan Jacoby.,Jacoby Susan,BL2760 .J33 2004,Books,Book,Lost,,,,21-Dec-20,21-Oct
30,9917667123606241,33082011909875,The Dead Sea scrolls [sound recording] / Gary A. Rendsburg.,Rendsburg Gary,BM487 .R389 2010b,Books,Sound Recording,Lost,,,,21-Aug-20,30-Jun
31,998669233606241,33082009906818,The misunderstood Jew : the Church and the scandal of the Jewish Jesus / Amy-Jill Levine.,Levine Amy-Jill,BM535 .L393 2006,Books,Book,Lost,,,,21-Nov-20,01-Oct
32,9927065793606241,33082012607528,Judaism and Jesus / by Zev Garber and Kenneth Hanson.,Garber Zev,BM620 .G37 2020,Books,Book,Lost,,,,22-Nov-20,01-Oct
33,997561803606241,33082008673955,A fundamental fear : Eurocentrism and the emergence of Islamism / S. Sayyid.,Sayyid Bobby S,BP163 .S358 2003,Books,Book,Lost,,,,21-Dec-20,13-Jan
34,999031123606241,33082010158342,When a woman becomes a religious dynasty : the Samding Dorje Phagmo of Tibet / Hildegard Diemberger.,Diemberger Hildegard,BQ946.O756 D54 2007,Books,Book,Lost,,,,03-Jan-21,14-Dec
35,998167813606241,33082009009225,Dreaming the Great Brahmin : Tibetan traditions of the Buddhist poet-saint Saraha / Kurtis R. Schaeffer.,Schaeffer Kurtis R,BQ984.A66993 S35 2005,Books,Book,Lost,,,,03-Jan-21,14-Dec
36,997591033606241,33082008682394,"Courtesans and tantric consorts : sexualities in Buddhist narrative, iconography, and ritual / Serinity Young.",Young Serinity,BQ1133.W6 Y68 2004,Books,Book,Lost,,,,03-Jan-21,14-Dec
37,991680583606241,33082000958966,"The lotus of the wonderful law; or, The lotus gospel, Saddharma pundarika sutra, Miao-fa lien hua ching, by W. E. Soothill ...",Soothill William Edward,BQ2052.E5 S66 1930,Books,Book,Lost,,,,11-Dec-20,16-Sep
38,998834023606241,33082010104247,Virtuous bodies : the physical dimensions of morality in Buddhist ethics / Susanne Mrozik.,rozik Susanne,BQ3247 .M76 2007,Books,Book,Lost,,,,03-Jan-21,14-Dec
39,996379593606241,33082007560385,The anthropology of Buddhism and Hinduism : Weberian themes / David N. Gellner.,Gellner David N,BQ3982 .G45 2001,Books,Book,Lost,,,,03-Jan-21,14-Dec
40,999369893606241,33082010038213,Travels in the netherworld : Buddhist popular narratives of death and the afterlife in Tibet / Bryan J. Cuevas.,Cuevas Bryan J,BQ4487 .C84 2008,Books,Book,Lost,,,,03-Jan-21,14-Dec
41,997333553606241,33082008247669,The hidden history of the Tibetan book of the dead / Bryan J. Cuevas.,Cuevas Bryan J,BQ4490.K373 C83 2003,Books,Book,Lost,,,,03-Jan-21,14-Dec
42,998996993606241,33082010171725,Symphony in stone : festivities in early Buddhism / Garima Kaushik.,Kaushik Garima,BQ4570.A72 K38 2007,Books,Book,Lost,,,,03-Jan-21,14-Dec
43,9910325383606241,33082010379799,"A bull of a man : images of masculinity, sex, and the body in Indian Buddhism / John Powers.",Powers John,BQ4570.M365 P68 2009,Books,Book,Lost,,,,03-Jan-21,14-Dec
44,9910677243606241,33082010745536,Buddhist warfare / edited by Michael Jerryson and Mark Juergensmeyer.,Jerryson Michael K,BQ4570.W3 B83 2010,Books,Book,Lost,,,,27-Dec-20,07-Dec
45,997659053606241,33082008693912,Being a Buddhist nun : the struggle for enlightenment in the Himalayas / Kim Gutschow.,Gutschow Kim,BQ6160.I42 J365 2004,Books,Book,Lost,,,,03-Jan-21,14-Dec
46,997308483606241,33082008219569,Buddhist phenomenology : a philosophical investigation of Yogācāra Buddhism and the Chʾeng Wei-shih lun / Dan Lusthaus.,Lusthaus Dan,BQ7496 .L87 2002,Books,Book,Lost,,,,03-Jan-21,14-Dec
47,997308953606241,33082008229097,"Identity, ritual and state in Tibetan Buddhism : the foundations of authority in Gelukpa monasticism / Martin A. Mills.",lls Martin A,BQ7576 .M558 2003,Books,Book,Lost,,,,03-Jan-21,14-Dec
48,999105113606241,33082010026846,"Tantric Buddhism and altered states of consciousness : Durkheim, emotional energy and visions of the consort  / Louise Child.",Child Louise,BQ8915.8 .C55 2007,Books,Book,Lost,,,,03-Jan-21,14-Dec
49,9926853153606241,33082012601398,"Luther as heretic : ten Catholic responses to Martin Luther, 1518-1541 / edited by M. Patrick Graham and David Bagchi.",Graham M Patrick,BR329 .L9513 2019,Books,Book,Lost,,,,22-Nov-20,01-Oct
50,9913558573606241,33082011116687,The faiths of the postwar presidents : from Truman to Obama / David L. Holmes ; introduction by Martin E. Marty.,Holmes David L,BR516 .H63 2012,Books,Book,Lost,,,,21-Dec-20,25-Aug
51,998267353606241,33082009338251,There is no crime for those who have Christ : religious violence in the Christian Roman Empire / Michael Gaddis.,Gaddis Michael,BR1604.23 .G33 2005,Books,Book,Lost,,,,08-Nov-20,16-Sep
52,992849993606241,33082005294854,"The Interpreter's Bible: the Holy Scriptures in the King James and Revised standard versions with general articles and introduction, exegesis, exposition for each book of the Bible. [Editorial board: George Arthur Buttrick, commentary editor, and others]",ttrick George Arthur,BS491 .I65,Books,Book,Lost,v. 7,,,03-Jan-21,14-Dec
53,9953693606241,33082003193702,"Matthew; introduction, translation, and notes by W. F. Albright and C. S. Mann.",Albright William Foxwell,BS491.2 .A5x vol. 26,Books,Book,Lost,,,,03-Jan-21,14-Dec
54,995403733606241,33082005872865,"The New Interpreter's Bible : general articles & introduction, commentary, & reflections for each book of the Bible, including the Apocryphal/Deuterocanonical books.",Abingdon Press,BS491.2 .N484 1994,Books,Book,Lost,v. 8,,,03-Jan-21,14-Dec
55,9926951983606241,33082012606561,"Linguistic coherence in biblical Hebrew texts : arrangement of information, participant reference devices, verb forms, and their contribution to textual segmentation and coherence / Lénart J. de Regt.",Regt L J de,BS1136 .R44 2019,Books,Book,Lost,,,,21-Nov-20,01-Oct
56,995307073606241,33082005839922,Engaging the powers : discernment and resistance in a world of domination / Walter Wink.,Wink Walter,BS2545.P66 W56 1992,Books,Book,Lost,,,,03-Jan-21,14-Dec
57,994344723606241,33082006557739,"Can God be trusted? : faith and the challenge of evil / John G. Stackhouse, Jr.",Stackhouse John G,BT160 .S82 1998,Books,Book,Lost,,,,21-Aug-20,30-Jun
58,9921038963606241,33082012367958,Eco-reformation : grace and hope for a planet in peril / edited by Lisa E. Dahill & James B. Martin-Schramm ; foreword by Bill McKibben.,Dahill Lisa E,BT695.5 .E2626 2016,Books,Book,Lost,,,,23-Jun-20,28-Apr
59,994478823606241,33082001940765,War and Christian ethics / edited by Arthur F. Holmes.,Holmes Arthur F,BT736.2 .W34,Books,Book,Lost,,,,27-Dec-20,07-Dec
60,999043913606241,33082010162336,"A complex delight : the secularization of the breast, 1350-1750 / Margaret R. Miles.",les Margaret R,BT741.3 .M55 2008,Books,Book,Lost,,,,03-Jan-21,14-Dec
61,9918005833606241,33082011973699,Epiphanius of Cyprus : imagining an orthodox world / Young Richard Kim.,Kim Young Richard,BX395.E65 K56 2015,Books,Book,Lost,,,,21-Nov-20,01-Oct
62,996389663606241,33082007990806,"Mad for God : Bartolomé Sánchez, the secret Messiah of Cardenete / Sara Tilghman Nalle.",Nalle Sara Tilghman,BX1735 .N35 2001,Books,Book,Lost,,,,08-Nov-20,16-Sep
63,99935573606241,33082004590047,"Zen and the art of motorcycle maintenance: an inquiry into values, by Robert M. Pirsig.",Pirsig Robert M,CT275.P648 A3 1974,Books,Book,Lost,,,,20-Dec-20,30-Nov
64,9912082433606241,33082011035549,Into the wild / Jon Krakauer.,Krakauer Jon,CT9971.M35 K73 1998,Books,Book,Lost,,,,21-Dec-20,02-Jan
65,995557393606241,33082005961908,Karl Lamprecht : a German academic life (1856-1915) / Roger Chickering.,Chickering Roger,D15.L3 C45 1993,Books,Book,Lost,,,,21-Nov-20,01-Oct
66,999064583606241,33082010026838,The 'Templar of Tyre' : Part III of the 'Deeds of the Cypriots' / [edtied by] Paul Crawford.,Crawford Paul,D177 .C4713 2003,Books,Book,Lost,,,,08-Nov-20,16-Sep
67,993371983606241,33082001450492,Great battles of World War II / John Macdonald ; foreword by Sir John Hackett.,acdonald John,D743 .M16 1986,Oversize Books,Book,Lost,,,,03-Jan-21,14-Dec
68,993876783606241,33082001651669,"The Battle of Normandy, the Falaise Gap / James Lucas and James Barker.",Lucas James,D756.5.F34 L8 1978,Books,Book,Lost,,,,02-Dec-20,13-Oct
69,996539993606241,33082007507642,Night / Elie Wiesel ; translated from the French by Stella Rodway ; foreword by Franc̦ois Mauriac ; preface for the twenty-fifth anniversary edition by Robert McAfee Brown.,Wiesel Elie,D810.J4 W513 1986,Books,Book,Lost,,,,08-Nov-20,16-Sep
70,997137153606241,33082008121914,A nation transformed : England after the Restoration / edited by Alan Houston and Steve Pincus.,Houston Alan Craig,DA435 .N37 2001,Books,Book,Lost,,,,21-Dec-20,14-Sep
71,997955513606241,33082008850975,Allen Brown's English castles / R. Allen Brown.,rown R Allen,DA660 .B85 2004,Books,Book,Lost,,,,22-Nov-20,01-Oct
72,997677643606241,33082008831603,"The Jacobite movement in Scotland and in exile, 1746-1759 / Doron Zimmermann.",Zimmermann Doron,DA813 .Z56 2003,Books,Book,Lost,,,,21-Nov-20,01-Oct
73,9915425623606241,33082011119160,Writing the Revolution : a French woman's history in letters / Lindsay A.H. Parker.,Parker Lindsay A H,DC146.J77 P37 2013,Books,Book,Lost,,,,08-Nov-20,16-Sep
74,9912211653606241,33082011034658,Monsters of the Gevaudan : the making of a beast / Jay M. Smith.,Smith Jay M,DC611.G4 S64 2011,Books,Book,Lost,,,,08-Nov-20,16-Sep
75,999415043606241,33082010050713,"The Great War and urban life in Germany : Freiburg, 1914-1918 / Roger Chickering.",Chickering Roger,DD901.F87 C45 2007,Books,Book,Lost,,,,21-Nov-20,01-Oct
76,994869373606241,33082005476584,The Greeks : a portrait of self and others / Paul Cartledge.,Cartledge Paul,DF78 .C28 1993,Books,Book,Lost,,,,21-Dec-20,18-Sep
77,993940743606241,33082001683563,"Venice : the hinge of Europe, 1081-1797 / William H. McNeill.",NcNeill William Hardy,DG675.6 .M23,Books,Book,Lost,,,,21-Dec-20,16-May
78,994833903606241,33082002115151,Venice : the rise to empire / by John Julius Norwich.,Norwich John Julius,DG677 .N6x,Books,Book,Lost,,,,21-Dec-20,16-May
79,992889813606241,33082001267854,"The birth of the propaganda state : Soviet methods of mass mobilization, 1917-1929 / Peter Kenez.",Kenez Peter,DK266.3 .K43 1985,Books,Book,Lost,,,,21-Dec-20,14-Jan
80,991583053606241,33082003743274,"Behind the Urals, an American worker in Russia's city of steel.",Scott John,DK781.M3 S35,Books,Book,Lost,,,,08-Nov-20,16-Sep
81,994873643606241,33082011484739,Orientalism / Edward W. Said.,Said Edward W,DS12 .S24 1978,Books,Book,Lost,,,,21-Dec-20,13-Jan
82,995550933606241,33082007109712,Orientalism / Ziauddin Sardar.,Sardar Ziauddin,DS12 .S28 1999,Books,Book,Lost,,,,21-Dec-20,13-Jan
83,9927093883606241,33082012604533,"After ISIS : America, Iran and the struggle for the Middle East / Seth J. Frantzman.",Frantzman Seth J,DS39.3 .F73 2019,Books,Book,Lost,,,,22-Nov-20,01-Oct
84,993549493606241,33082005041560,"The kingdom of Cyprus and the Crusades, 1191-1374 / Peter W. Edbury.",Edbury P W,DS54.6 .E33 1991,Books,Book,Lost,,,,08-Nov-20,16-Sep
85,99877583606241,33082000761485,American-Arab relations from Wilson to Nixon / by Faiz S. Abu-Jaber.,Abu-Jaber Faiz S,DS63.2.U5 A3x,Books,Book,Lost,,,,21-Dec-20,13-Jan
86,998332013606241,33082009356493,The Persian Empire / Lindsay Allen.,Allen Lindsay,DS281 .A58 2005,Books,Book,Lost,,,,08-Nov-20,16-Sep
87,995042083606241,33082006896970,Flexible citizenship : the cultural logics of transnationality / Aihwa Ong.,Ong Aihwa,DS732 .O54 1999,Books,Book,Lost,,,,08-Nov-20,16-Sep
88,995211403606241,33082010323862,The search for modern China / Jonathan D. Spence.,Spence Jonathan D,DS754 .S65 1999,Books,Book,Lost,,,,08-Nov-20,16-Sep
89,997551683606241,33082008659590,A modern history of Hong Kong / Steve Tsang.,Tsang Steve Yui-Sang,DS796.H757 T737 2004,Books,Book,Lost,,,,08-Nov-20,16-Sep
90,99955913606241,33082006193220,"Egypt, the Aegean and the Levant : interconnections in the second millenium BC / edited by W. Vivian Davies and Louise Schofield.",Davies W V,DT61 .E33 1995,Oversize Books,Book,Lost,,,,22-Nov-20,01-Oct
91,9924617093606241,33082012535430,When women ruled the world : six queens of Egypt / Kara Cooney.,Cooney Kara,DT83 .C66 2018,Books,Book,Lost,,,,08-Nov-20,16-Sep
92,997079103606241,33082008145442,Introduction to ethnic studies : a reader / [edited by] Philip Q. Yang.,Yang Philip Q,E184.A1 I68 1999,Books,Book,Lost,,,,31-Dec-20,11-Dec
93,9916528063606241,33082011755906,"Repositioning race : prophetic research in a postracial Obama age / edited by Sandra L. Barnes, Zandria F. Robinson, Earl Wright II.",arnes Sandra L,E184.A1 R446 2014,Books,Book,Lost,,,,21-Dec-20,24-Oct
94,9928122450306241,33082012573498,"Asian Americans / writers, S. Leo Chiang, Victoria Chalk, Aldo Velasco, Grace Lee, Alex Keipper.",Visual material By Chiang S Leo,E184.A75 A75 2020,DVDs,DVD,Lost,,1.0,,22-Oct-20,01-Sep
95,9911281533606241,33082010889607,The trouble with unity : Latino politics and the creation of identity / Cristina Beltrán.,eltrán Cristina,E184.S75 B45 2010,Books,Book,Lost,,,,21-Dec-20,24-Oct
96,997077263606241,33082008102039,Freedom dreams : the Black radical imagination / Robin D.G. Kelley.,Kelley Robin D G,E185 .K39 2002,Books,Book,Lost,,,,06-Dec-20,19-Oct
97,9920638853606241,33082012366711,Stamped from the beginning : the definitive history of racist ideas in America / Ibram X. Kendi.,Kendi Ibram X,E185.61 .K358 2016,Books,Book,Lost,,,,08-Nov-20,16-Sep
98,9923966003606241,33082012432554,I'm still here : black dignity in a world made for whiteness / Austin Channing Brown.,rown Austin Channing,E185.615 .B7335 2018,Books,Book,Lost,,,,03-Jan-21,14-Dec
99,9924279833606241,33082012471768,Waking up white : and finding myself in the story of race / Debby Irving.,Irving Debby,E185.615 .I778 2014,Books,Book,Lost,,,,03-Jan-21,14-Dec
100,9913207473606241,33082011124707,The myth of post-racial America : searching for equality in the age of materialism / H. Roy Kaplan.,Kaplan H Roy,E185.615 .K276 2011,Books,Book,Lost,,,,03-Jan-21,14-Dec
101,9917327073606241,33082011796140,"Pageants, parlors, & pretty women : race and beauty in the twentieth-century South / Blain Roberts.",Roberts Blain,E185.615 .R522 2014,Books,Book,Lost,,,,23-Jun-20,16-Sep
102,9924014183606241,33082012348420,Why are all the black kids sitting together in the cafeteria? : and other conversations about race / Beverly Daniel Tatum.,Tatum Beverly Daniel,E185.625 .T38 2017,Books,Book,Lost,,,,03-Jan-21,14-Dec
103,9922613473606241,33082012474986,Chocolate City : a history of race and democracy in the nation's capital / Chris Myers Asch & George Derek Musgrove.,Asch Chris Myers,E185.93.D6 A78 2017,Books,Book,Lost,,,,08-Nov-20,16-Sep
104,9921727303606241,33082012387923,"The road to Jim Crow : the African American struggle on Maryland's Eastern Shore, 1860-1915 / C. Christopher Brown.",rown C Christopher,E185.93.M2 B86 2016,Books,Book,Lost,,,,22-Nov-20,01-Oct
105,9926330733606241,33082012591938,"A Brotherhood of Liberty : black Reconstruction and its legacies in Baltimore, 1865-1920 / Dennis Patrick Halpin.",Halpin Dennis Patrick,E185.93.M2 H35 2019,Books,Book,Lost,,,,21-Nov-20,01-Oct
106,995641183606241,33082003166559,Manchild in the promised land.,rown Claude,E185.97.B86 A3,Books,Book,Lost,,,,08-Nov-20,16-Sep
107,9922094193606241,33082012422753,"Dream and legacy : Dr. Martin Luther King in the post-civil rights era / edited by Michael L. Clemons, Donathan L. Brown, William H. L. Dorsey.",Clemons Michael L,E185.97.K5 D73 2017,Books,Book,Lost,,,,21-Dec-20,13-Sep
108,994547023606241,33082001972610,A People numerous and armed : reflections on the military struggle for American independence / John Shy.,Shy John W,E230 .S5,Books,Book,Lost,,,,21-Dec-20,01-Dec
109,997911163606241,33082008865320,A proper sense of honor : service and sacrifice in George Washington's army / Caroline Cox.,Cox Caroline,E259 .C695 2004,Books,Book,Lost,,,,21-Dec-20,01-Dec
110,9995923606241,33082000529056,"A revolutionary people at war : the Continental Army and American character, 1775-1783 / by Charles Royster.",Royster Charles,E259 .R69,Books,Book,Lost,,,,21-Dec-20,01-Dec
111,993332753606241,33082004566435,Papers. Edited by William T. Hutchinson and William M.E. Rachal. Editorial staff: Jean Schneider [and others],adison James,E302 .M187,Books,Book,Lost,v.15,,,05-Oct-20,31-Aug
