,MMS ID,Barcode,title,Author,Call Number,Permanent Location,Material Type,Process type,Description,Orders,Requests,Modification Date,Due Date
112,9915695343606241,33082011616181,"The War of 1812 [videorecording] / a film by Lawrence Hott and Diane Garey ; written by Ken Chowder ; a production of WNED-TV, Buffalo/Toronto and Florentine Films/Hott Productions, Inc., in association with WETA Washington, D.C.",Visual material By Hott Lawrence R,E354 .W372 2011,DVDs,Other,Lost,,,,06-Dec-20,05-Nov
113,9922508243606241,33082012475009,Civil War memories : contesting the past in the United States since 1865 / Robert J. Cook.,Cook Robert J,E468.9 .C559 2017,Books,Book,Lost,,,,07-Nov-20,16-Sep
114,991959163606241,33082001019230,The old Christian right : the Protestant far right from the Great Depression to the cold war / Leo P. Ribuffo.,Ribuffo Leo P,E806 .R47 1983,Books,Book,Lost,,,,03-Jan-21,14-Dec
115,991848083606241,33082003828505,"The Philadelphia Negro; a social study. Together with a special report on domestic service, by Isabel Eaton.",Du Bois W E B,F158.9.N3 D8 1967,Books,Book,Lost,,,,28-Oct-20,07-Sep
116,994881903606241,33082006695125,The confessions of Edward Isham : a poor White life of the Old South / edited by Charles C. Bolton and Scott P. Culclasure ; introduction by J. William Harris.,Isham Edward,F213 .I85 1998,Books,Book,Lost,,,,21-Dec-20,18-May
117,9922657873606241,33082012446828,What you are getting wrong about Appalachia / Elizabeth Catte.,Catte Elizabeth,F217.A65 C37 2018,Books,Book,Lost,,,,07-Dec-20,12-Nov
118,991738453606241,33082003792388,Old Richmond neighborhoods / Mary Wingfield Scott.,Scott Mary Wingfield,F234.R5 S29,Books,Book,Lost,,,,08-Nov-20,16-Sep
119,9910566683606241,33082010769601,Nonesuch place : a history of the Richmond landscape / T. Tyler Potterfield ; foreword by Sarah Shields Driggs.,Potterfield T Tyler,F234.R54 P68 2009,Books,Book,Lost,,,1.0,08-Nov-20,16-Sep
120,997578023606241,33082008690843,"Race, class and power in the building of Richmond, 1870-1920 / Steven J. Hoffman.",Hoffman Steven J,F234.R557 H64 2004,Books,Book,Lost,,,,08-Nov-20,16-Sep
121,995041543606241,33082005622963,"At the falls : Richmond, Virginia and its people / Marie Tyler-McGraw.",Tyler-McGraw Marie,F234.R557 T94 1994,Books,Book,Lost,,,,03-Jan-21,14-Dec
122,994570493606241,33082001986420,Roanoke : a pictorial history / by Carolyn Hale Bruce. ; designed by Randolph Bruce.,ruce Carolyn Hale,F234.R6 B73,Books,Book,Lost,,,,03-Jan-21,14-Dec
123,997093403606241,33082008097239,"Managing white supremacy : race, politics, and citizenship in Jim Crow Virginia / J. Douglas Smith.",Smith J Douglas,F235.A1 S65 2002,Books,Book,Lost,,,,07-Nov-20,16-Sep
124,9926922563606241,33082012570114,Fencing in democracy : necrocitizenship and the US-Mexico border wall / Miguel Díaz-Barriga and Margaret E. Dorsey.,Díaz-Barriga Miguel,F787 .D539 2020,Books,Book,Lost,,,1.0,21-Nov-20,01-Oct
125,993705163606241,33082006365364,How to lie with maps / Mark Monmonier.,onmonier Mark S,G108.7 .M66 1996,Books,Book,Lost,,,,08-Nov-20,16-Sep
126,994574353606241,33082006553712,"Kinship, networks, and exchange / edited by Thomas Schweizer, Douglas R. White.",Schweizer Thomas,GN487 .K54 1998,Books,Book,Lost,,,,08-Nov-20,16-Sep
127,996442613606241,33082007560690,"African rock art : paintings and engravings on stone / David Coulson, Alec Campbell.",Coulson David,GN861 .C68 2001,Oversize Books,Book,Lost,,,,03-Jan-21,14-Dec
128,995396073606241,33082007043192,Women who run with the wolves : myths and stories of the wild woman archetype / Clarissa Pinkola Estes.,Estés Clarissa Pinkola,GR470 .E88 1992,Books,Book,Lost,,,,08-Nov-20,16-Sep
129,993559373606241,33082006279003,"Costume since 1945 : couture, street style, and anti-fashion / Deirdre Clancy.",Clancy Steer Deirdre,GT596 .C53 1996,Books,Book,Lost,,,,07-Nov-20,16-Sep
130,9913327943606241,33082011078192,"Fashion since 1900 / Valerie Mendes, Amy de la Haye.",endes Valerie D,GT596 .M45 2010,Books,Book,Lost,,,,07-Nov-20,16-Sep
131,998581653606241,33082009511246,The complete fashion sourcebook / John Peacock.,Peacock John,GT596 .P385 2005,Books,Book,Lost,,,,08-Nov-20,16-Sep
132,998824063606241,33082010105434,Twentieth century dress in the United States / Jane Farrell-Beck and Jean Parsons.,Farrell-Beck Jane,GT615 .F35 2007,Books,Book,Lost,,,,07-Nov-20,16-Sep
133,9910328083606241,33082010380672,Fashionable clothing from the Sears catalogs : early 1960s with price guide / Tina Skinner.,Skinner Tina,GT615 .S575 2002,Books,Book,Lost,,,,08-Nov-20,16-Sep
134,9915779953606241,33082011686747,"The rise of American high school sports and the search for control, 1880-1930 / Robert Pruter.",Pruter Robert,GV346 .P785 2013,Books,Book,Lost,,,,21-Aug-20,30-Jun
135,9912367133606241,33082011028361,A level playing field : African American athletes and the republic of sports / Gerald L. Early.,Early Gerald Lyn,GV583 .E26 2011,Books,Book,Lost,,,,21-Aug-20,30-Jun
136,993340833606241,33082001437002,Government and sport : the public policy issues / edited by Arthur T. Johnson and James H. Frey.,Johnson Arthur T,GV583 .G676 1985,Books,Book,Lost,,,,21-Aug-20,30-Jun
137,998058173606241,33082008978438,"The sport psych handbook / Shane Murphy, editor.",rphy Shane M,GV706.4 .S667 2005,Books,Book,Lost,,,,06-Dec-20,05-Nov
138,999751523606241,33082010079076,Football and philosophy : going deep / edited by Michael W. Austin ; with a foreword by Joe Posnanski.,Austin Michael W,GV959 .F55 2008,Books,Book,Lost,,,,21-Dec-20,31-Oct
139,994101663606241,33082005164628,"The New York Road Runners Club complete book of running / by Fred Lebow, Gloria Averbuch, and friends.",Lebow Fred,GV1061 .N43 1992,Books,Book,Lost,,,,06-Dec-20,05-Nov
140,993010733606241,33082004796859,Shipbuilders of the Venetian arsenal : workers and workplace in the preindustrial city / Robert C. Davis.,Davis Robert C,H31 .J6 ser. 109 no. 1,Books,Book,Lost,,,,21-Dec-20,16-May
141,9922037313606241,33082012384755,"Social theory now / edited by Claudio E. Benzecry, Monika Krause, and Isaac Ariail Reed.",enzecry Claudio E,H61 .S77524 2017,Books,Book,Lost,,,,22-Nov-20,01-Oct
142,9915789823606241,33082011698262,"Introduction to mediation, moderation, and conditional process analysis : a regression-based approach / Andrew F. Hayes.",Hayes Andrew F,HA31.3 .H39 2013,Books,Book,Lost,,,,22-Nov-20,01-Oct
143,998742643606241,33082009929927,"Games of strategy / Avinash Dixit, Susan Skeath.",Dixit Avinash K,HB144 .D59 2004,Books,Book,Lost,,,,08-Nov-20,16-Sep
144,9916728613606241,33082011766135,"Africa's development in historical perspective / edited by Emmanuel Akyeampong (Harvard University), Robert H. Bates (Harvard University), Nathan Nunn (Harvard University), James A. Robinson (Harvard University).",Akyeampong Emmanuel Kwaku,HC800 .A57255 2014,Books,Book,Lost,,,,21-Nov-20,01-Oct
145,9910587163606241,33082010327186,Dead aid : why aid is not working and how there is a better way for Africa / Dambisa Moyo.,oyo Dambisa,HC800 .M69 2009,Books,Book,Lost,,,,08-Nov-20,16-Sep
146,999593333606241,33082010256484,"Future savvy : identifying trends to make better decisions, manage uncertainty, and profit from change / Adam Gordon.",Gordon Adam,HD30.27 .G67 2009,Books,Book,Lost,,,,22-Nov-20,01-Oct
147,9914763863606241,33082011563250,"Leading change / John P. Kotter, with a new preface by the author.",Kotter John P,HD58.8 .K65 2012,Books,Book,Lost,,,,08-Nov-20,16-Sep
148,9916781483606241,33082011778767,"Zero to one : notes on startups, or how to build the future / Peter Thiel with Blake Masters.",Thiel Peter A,HD62.5 .T525 2014,Books,Book,Lost,,,,08-Nov-20,16-Sep
149,9911994383606241,33082011070918,Shop class as soulcraft : an inquiry into the value of work / Matthew B. Crawford.,Crawford Matthew B,HD4824 .C73 2010,Books,Book,Lost,,,,08-Nov-20,16-Sep
150,998768263606241,33082009947317,"The cigarette century : the rise, fall, and deadly persistence of the product that defined America / Allan M. Brandt.",randt Allan M,HD9130.8.U5 B72 2007,Books,Book,Lost,,,,21-Dec-20,01-Dec
151,9924751003606241,33082012541024,"Raise your game : high-performance secrets from the best of the best / Alan Stein Jr., with Jon Sternfeld ; foreword by Jay Bilas.",Stein Alan,HF5386 .S8559 2019,Books,Book,Lost,,,,23-Jun-20,17-Dec
152,9924412003606241,33082012526264,"Corporate ethics for turbulent markets : the market context of executive decisions / by Fr. Oswald A.J. Mascarenhas, S.J.",ascarenhas Oswald A J,HF5387 .M38 2018,Books,Book,Lost,,,,22-Nov-20,01-Oct
153,992444683606241,33082001140028,"Marketing management and strategy : a reader / edited by Philip Kotler, Keith K. Cox.",Kotler Philip,HF5415.13 .M3524 1984,Books,Book,Lost,,,,21-Dec-20,16-Jun
154,991278773606241,33082000868777,Strategic marketing and the product life cycle / by Frederick D. Wiersema.,Wiersema Frederik D  : Marketing Science Institute c,HF5415.155 .W53,Books,Book,Lost,,,,22-Nov-20,01-Oct
155,9917371103606241,33082011801254,Money : master the game : 7 simple steps to financial freedom / Tony Robbins.,Robbins Anthony,HG179 .R5455 2014,Books,Book,Lost,,,,22-Nov-20,01-Oct
156,999064833606241,33082010147212,Finding the next Starbucks : how to identify and invest in the hot stocks of tomorrow / Michael Moe.,oe Michael,HG4910 .M64 2006,Books,Book,Lost,,,,08-Nov-20,16-Sep
157,9915548223606241,33082011499562,The coming bond market collapse : how to survive the demise of the U.S. debt market / Michael G. Pento.,Pento Michael G,HG4910 .P426 2013,Books,Book,Lost,,,,08-Nov-20,16-Sep
158,996723403606241,33082008081449,Modernity and self-identity : self and society in the late modern age / Anthony Giddens.,Giddens Anthony,HM131 .G398 1991,Books,Book,Lost,,,,21-Nov-20,01-Oct
159,9913219583606241,33082011074829,"Bodies, sex and desire from the Renaissance to the present / edited by Kate Fisher and Sarah Toulalan.",Fisher Kate,HM636 .B565 2011,Books,Book,Lost,,,,23-Jun-20,12-Feb
160,9910553723606241,33082010754207,Agency and embodiment : performing gestures/producing culture / Carrie Noland.,Noland Carrie,HM636 .N65 2009,Books,Book,Lost,,,,03-Jan-21,14-Dec
161,9915927753606241,33082011701702,"Writing on the wall : social media, the first two thousand years / Tom Standage.",Standage Tom,HM741 .S72 2013,Books,Book,Lost,,,,22-Nov-20,01-Oct
162,9910470093606241,33082010755097,Mapping Decline St. Louis and the Fate of the American City.,Univ of Pennsylvania Pr,HN80.S2 G67 2009,Books,Book,Lost,,,,08-Nov-20,16-Sep
163,9923979653606241,33082012433388,"Nobody : casualties of America's war on the vulnerable, from Ferguson to Flint and beyond / Marc Lamont Hill.",Hill Marc Lamont,HN90.S62 H55 2016,Books,Book,Lost,,,,22-Nov-20,01-Oct
164,992641513606241,33082001198596,Western sexuality / edited by Philippe Aries and Andre Bejin ; translated by Anthony Forster.,Ariès Philippe,HQ12 .S4413 1985,Books,Book,Lost,,,,11-Dec-20,16-Nov
165,997693143606241,33082008839192,Sexualities in history : a reader / edited by Kim M. Phillips and Barry Reay.,Phillips Kim M,HQ12 .S46 2002,Books,Book,Lost,,,,11-Dec-20,16-Nov
166,998663853606241,33082009905448,Sexual morality in ancient Rome / Rebecca Langlands.,Langlands Rebecca,HQ13 .L36 2006,Books,Book,Lost,,,,11-Dec-20,16-Nov
167,9922761163606241,33082012448162,Controlling desires : sexuality in ancient Greece and Rome / Kirk Ormand.,Ormand Kirk,HQ13 .O76 2017,Books,Book,Lost,,,,11-Dec-20,16-Nov
168,992525643606241,33082001163277,Sexual practices & the medieval church / Vern L. Bullough & James Brundage.,llough Vern L,HQ14 .B84 1982,Books,Book,Lost,,,,11-Dec-20,16-Nov
169,9914180853606241,33082011538542,Depression : a public feeling / Ann Cvetkovich.,Cvetkovich Ann,HQ75.15 C86 2012,Books,Book,Lost,,,,28-Oct-20,07-Sep
170,9922187903606241,33082012421961,"Queer Maghrebi French : language, temporalities, transfiliations / Denis M. Provencher.",Provencher Denis M,HQ75.7 .P76 2017,Books,Book,Lost,,,,22-Nov-20,01-Oct
171,991413413606241,33082003689972,Homosexuality and the Western Christian tradition / by Derrick Sherwin Bailey.,ailey Derrick Sherwin,HQ76 .B3 1975,Books,Book,Lost,,,,11-Dec-20,16-Nov
172,995057843606241,33082009870188,Greek homosexuality / K.J. Dover.,Dover K J,HQ76.3.G8 D68 1989,Books,Book,Lost,,,,11-Dec-20,16-Nov
173,997259673606241,33082008232414,Homosexuality in Greece and Rome : a sourcebook of basic documents / edited by Thomas K. Hubbard.,Hubbard Thomas K,HQ76.3.G8 H66 2003,Books,Book,Lost,,,,11-Dec-20,16-Nov
174,99335403606241,33082007118960,"Imposing decency : the politics of sexuality and race in Puerto Rico, 1870-1920 / Eileen J. Suarez Findlay.",Findlay Eileen,HQ164.A5 F56 1999,Books,Book,Lost,,,,21-Dec-20,24-Oct
175,994745473606241,33082007189045,The Kama sutra of Vatsyayana : the classic Hindu treatise on love and social conduct / translated by Sir Richard F. Burton ; foreword by Santha Rama Rau ; introduction by John W. Spellman.,Vātsyāyana,HQ470.S3 V313 1991,Books,Book,Lost,,,,08-Nov-20,16-Sep
176,995525653606241,33082005875157,Family secrets : what you don't know can hurt you / John Bradshaw.,radshaw John,HQ518 .B73 1995,Books,Book,Lost,,,,03-Jan-21,14-Dec
177,992241753606241,33082001083780,Abortion and the politics of motherhood / Kristin Luker.,Luker Kristin,HQ767.5.U5 L84 1984,Books,Book,Lost,,,,08-Nov-20,16-Sep
178,998147543606241,33082009004424,Giovanni and Lusanna : love and marriage in Renaissance Florence : with a new preface / Gene Brucker.,rucker Gene A,HQ806 .B78 2005,Books,Book,Lost,,,,08-Nov-20,16-Sep
179,992154153606241,33082001062925,Medieval women / edited by Derek Baker ; dedicated and presented to Professor Rosalind M. T. Hill on the occasion of her seventieth birthday.,aker Derek,HQ1143 .M43,Books,Book,Lost,,,,21-Dec-20,08-Sep
180,9920526703606241,33082012374731,"Intersectionality : origins, contestations, horizons / Anna Carastathis.",Carastathis Anna,HQ1190 .C374 2016,Books,Book,Lost,,,,21-Dec-20,18-Feb
181,9923040013606241,33082012487285,"Feminist ethnography : thinking through methodologies, challenges, and possibilities / Dána-Ain Davis & Christa Craven.",Davis Dána-Ain,HQ1190 .D385 2016,Books,Book,Lost,,,,22-Nov-20,01-Oct
182,9912326113606241,33082010838695,Half the sky : turning oppression into opportunity for women worldwide / Nicholas D. Kristof and Sheryl WuDunn.,Kristof Nicholas D,HQ1236.5.D44 K75 2009,Books,Book,Lost,,,,07-Nov-20,16-Sep
183,999341483606241,33082010026119,"Wives, mothers, and the Red menace : conservative women and the crusade against communism / Mary C. Brennan.",rennan Mary C,HQ1236.5.U6 B76 2008,Books,Book,Lost,,,,03-Jan-21,14-Dec
184,998996733606241,33082010136686,Revolutionary Backlash : Women and politics in the early American Republic/ Rosemarie Zagarri,Zagarri Rosemarie,HQ1418 .Z34 2007,Books,Book,Lost,,,,14-Dec-20,24-Nov
185,9916666743606241,33082011765954,Bad feminist : essays / Roxane Gay.,Gay Roxane,HQ1421 .G39 2014,Books,Book,Lost,,,,20-Dec-20,30-Nov
186,997635143606241,33082008753435,Right-wing women / Andrea Dworkin.,Dworkin Andrea,HQ1426 .D898 1983,Books,Book,Lost,,,,03-Jan-21,14-Dec
187,9912078503606241,33082011006235,The power of gender & the gender of power : explorations in early Indian history / Kumkum Roy.,Roy Kumkum,HQ1742 .R69 2010,Books,Book,Lost,,,,03-Jan-21,14-Dec
188,99658293606241,33082006085624,Women of the far right : the mothers' movement and World War II / Glen Jeansonne.,Jeansonne Glen,HQ1904 .J43 1996,Books,Book,Lost,,,,03-Jan-21,14-Dec
189,99520013606241,33082007434862,Hooded Americanism : the history of the Ku Klux Klan / David M. Chalmers.,Chalmers David Mark,HS2330.K63 C5 1987,Books,Book,Lost,,,,07-Nov-20,16-Sep
190,998027813606241,33082009330019,"Root shock : how tearing up city neighborhoods hurts America, and what we can do about it / Mindy Thompson Fullilove.",Fullilove Mindy Thompson,HT123 .F79 2005,Books,Book,Lost,,,,08-Nov-20,16-Sep
191,99192693606241,33082003247482,Garden cities of to-morrow. Edited with a pref. by F. J. Osborn. With an introductory essay by Lewis Mumford.,Howard Ebenezer,HT161 .H6 1965,Books,Book,Lost,,,,20-Nov-20,30-Sep
192,997042263606241,33082008089053,Cities of tomorrow : an intellectual history of urban planning and design in the twentieth century / Peter Hall.,Hall Peter,HT166 .H349 2002,Books,Book,Lost,,,,20-Nov-20,30-Sep
193,995983323606241,33082012296959,The death and life of great American cities / Jane Jacobs ; with a new foreword by the author.,Jacobs Jane,HT167 .J33 1993,Books,Book,Lost,,,,07-Dec-20,12-Nov
194,993579413606241,33082006314602,"Urban planning and the African American community : in the shadows / June Manning Thomas, Marsha Ritzdorf, editors.",Thomas June Manning,HT167 .U7277 1997,Books,Book,Lost,,,,08-Nov-20,16-Sep
195,996411603606241,33082007558090,Redevelopment and race : planning a finer city in postwar Detroit / June Manning Thomas.,Thomas June Manning,HT177.D4 T56 1997,Books,Book,Lost,,,,08-Nov-20,16-Sep
196,994156713606241,33082006482094,The racial contract / Charles W. Mills.,lls Charles W,HT1523 .M56 1997,Books,Book,Lost,,,,21-Dec-20,25-Sep
197,997268333606241,33082008221961,"The hanging of Ephraim Wheeler : a story of rape, incest, and justice in early America / Irene Quenzler Brown, Richard D. Brown.",rown Irene Quenzler,HV6565.M4 B76 2003,Books,Book,Lost,,,,08-Nov-20,16-Sep
198,994779493606241,33082004836846,Discipline and punish : the birth of the prison / Michel Foucault ; translated from the French by Alan Sheridan.,Foucault Michel,HV8666 .F6813,Books,Book,Lost,,,,05-Oct-20,20-Nov
199,9921054023606241,33082012369673,College in prison : reading in an age of mass incarceration / Daniel Karpowitz.,Karpowitz Daniel,HV8888.3.U62 N75 2017,Books,Book,Lost,,,,08-Nov-20,16-Sep
200,9922487893606241,33082012413018,Inside private prisons : an American dilemma in the age of mass incarceration / Lauren-Brooke Eisen.,Eisen Lauren-Brooke,HV9469 .E57 2018,Books,Book,Lost,,,,08-Nov-20,16-Sep
201,998444083606241,33082009468439,Private prisons in America : a critical race perspective / Michael A. Hallett.,Hallett Michael A,HV9469 .H256 2006,Books,Book,Lost,,,,08-Nov-20,16-Sep
202,997910823606241,33082008864372,"Measuring prison performance : government privatization and accountability / Gerald G. Gaes, ... [et al.].",Gaes Gerald G,HV9469 .M43 2004,Books,Book,Lost,,,,08-Nov-20,16-Sep
203,994006083606241,33082005157507,"Private prisons and the public interest / Douglas C. McDonald, editor.",Donald Douglas,HV9469 .P75 1990,Books,Book,Lost,,,,08-Nov-20,16-Sep
204,994288623606241,33082005250468,"Privatizing correctional institutions / edited by Gary W. Bowman, Simon Hakim, Paul Seidenstat ; with a foreword by Warren Burger.",wman Gary W,HV9469 .P76 1993,Books,Book,Lost,,,,08-Nov-20,16-Sep
205,9910682293606241,33082010767191,"Punishment for sale : private prisons, big business, and the incarceration binge / Donna Selman and Paul Leighton.",Selman Donna,HV9469 .S45 2010,Books,Book,Lost,,,,08-Nov-20,16-Sep
206,995559773606241,33082005700538,Punishment for profit : private prisons/public concerns / David Shichor ; foreword by Gilbert Geis.,Shichor David,HV9469 .S55 1995,Books,Book,Lost,,,,08-Nov-20,16-Sep
207,997400543606241,33082008302621,"The red network : a ""who's who"" and handbook of radicalism for patriots / by Elizabeth Dilling (Mrs. Albert W. Dilling).",Dilling Elizabeth Kirkpatrick,HX83 .D5 1935,Books,Book,Lost,,,,03-Jan-21,14-Dec
208,99724703606241,33082000718261,"The story of the political philosophers, by George Catlin...",Catlin George Edward Gordon,JA81 .C3,Books,Book,Lost,,,,22-Nov-20,01-Oct
209,998771553606241,33082009947937,Neoliberalism as exception : mutations in citizenship and sovereignty / Aihwa Ong.,Ong Aihwa,JC327 .O54 2006,Books,Book,Lost,,,,21-Dec-20,27-Jan
210,995148733606241,33082006869688,The myth of liberal individualism / Colin Bird.,rd Colin,JC571 .B547 1999,Books,Book,Lost,,,,21-Dec-20,05-Jul
211,9921008283606241,33082012366448,Human rights or global capitalism : the limits of privatization / Manfred Nowak.,Nowak Manfred,JC571 .N67 2017,Books,Book,Lost,,,,08-Nov-20,16-Sep
212,9926394783606241,33082012592167,"The great broadening : how the vast expansion of the policy-making agenda transformed American politics / Bryan D. Jones, Sean M. Theriault, Michelle C. Whyman.",Jones Bryan D,JK325 .J654 2019,Books,Book,Lost,,,,08-Nov-20,16-Sep
213,9922158883606241,33082012408653,The Trump phenomenon : how the politics of populism won in 2016 / by Peter Kivisto (Augustana College and St. Petersburg State University).,Kivisto Peter,JK526 2016 .K58 2017,Books,Book,Lost,,,,08-Nov-20,16-Sep
214,99686923606241,33082003445409,The amateur Democrat; club politics in three cities.,Wilson James Q,JK2317 1962 .W5,Books,Book,Lost,,,,21-Aug-20,30-Jun
215,9920643483606241,33082012362561,Duress : imperial durabilities in our times / Ann Laura Stoler.,Stoler Ann Laura,JV151 .S75 2016,Books,Book,Lost,,,,21-Nov-20,01-Oct
216,9910846253606241,33082010920592,Migra! : a history of the U.S. Border Patrol / Kelly Lytle Hernâandez.,Hernandez Kelly Lytle,JV6483 .H45 2010,Books,Book,Lost,,,,07-Nov-20,16-Sep
217,9921532033606241,33082012392063,In the name of women's rights : the rise of femonationalism / Sara R. Farris.,Farris Sara R,JV7590 .F368 2017,Books,Book,Lost,,,,21-Nov-20,01-Oct
218,998854153606241,33082010109105,The political economy of grand strategy / Kevin Narizny.,Narizny Kevin,JZ1480 .N38 2007,Books,Book,Lost,,,,22-Nov-20,01-Oct
219,998269823606241,33082009340950,"Faculty priorities reconsidered : rewarding multiple forms of scholarship / KerryAnn O'Meara, R. Eugene Rice ; foreword by Russell Edgerton.",O'Meara KerryAnn,LA227.3 .O43 2005,Books,Book,Lost,,,,08-Nov-20,16-Sep
220,9925796783606241,33082012520176,"Democracy, civic engagement, and citizenship in higher education : reclaiming our civic purpose / edited by William V. Flores and Katrina Rogers.",Flores William Vincent,LA227.4 .D425 2019,Books,Book,Lost,,,,24-Aug-20,03-Jul
221,996095873606241,33082008164971,"Classroom instruction that works : research-based strategies for increasing student achievement / Robert J. Marzano, Debra J. Pickering, Jane E. Pollock.",arzano Robert J,LB1025.3 .M339 2001,Books,Book,Lost,,,,21-Dec-20,09-Dec
222,9910770313606241,33082010906450,Instructional rounds in education : a network approach to improving teaching and learning / Elizabeth A. City ... [et al.].,City Elizabeth A,LB1032 .I493 2009,Books,Book,Lost,,,,21-Nov-20,01-Oct
223,9923798263606241,33082012427133,"The new campus anti-rape movement : internet activism and social justice / Caroline Heldman, Alissa R. Ackerman, Ian Breckenridge-Jackson.",Heldman Caroline,LB3610 .H45 2018,Books,Book,Lost,,,,22-Nov-20,01-Oct
